date,XRP_unscaled,XRP_monthly,isPartial,scale,XRP
2021-11-09,85,24.0,,0.24,20.4
2021-11-10,83,24.0,,0.24,19.919999999999998
2021-11-11,73,24.0,,0.24,17.52
2021-11-12,69,24.0,,0.24,16.56
2021-11-13,62,24.0,,0.24,14.879999999999999
2021-11-14,55,17.0,False,0.17,9.350000000000001
2021-11-15,66,17.0,,0.17,11.22
2021-11-16,63,17.0,,0.17,10.71
2021-11-17,55,17.0,,0.17,9.350000000000001
2021-11-18,47,17.0,,0.17,7.99
2021-11-19,47,17.0,,0.17,7.99
2021-11-20,53,17.0,,0.17,9.01
2021-11-21,46,15.0,False,0.15,6.8999999999999995
2021-11-22,48,15.0,,0.15,7.199999999999999
2021-11-23,52,15.0,,0.15,7.8
2021-11-24,46,15.0,,0.15,6.8999999999999995
2021-11-25,36,15.0,,0.15,5.3999999999999995
2021-11-26,54,15.0,,0.15,8.1
2021-11-27,46,15.0,,0.15,6.8999999999999995
2021-11-28,52,17.0,False,0.17,8.84
2021-11-29,56,17.0,,0.17,9.520000000000001
2021-11-30,54,17.0,,0.17,9.180000000000001
2021-12-01,30,17.0,,0.17,5.1000000000000005
2021-12-02,35,17.0,,0.17,5.95
2021-12-03,31,17.0,,0.17,5.2700000000000005
2021-12-04,40,17.0,,0.17,6.800000000000001
2021-12-05,29,16.0,False,0.16,4.64
2021-12-06,35,16.0,,0.16,5.6000000000000005
2021-12-07,33,16.0,,0.16,5.28
2021-12-08,33,16.0,,0.16,5.28
2021-12-09,37,16.0,,0.16,5.92
2021-12-10,38,16.0,,0.16,6.08
2021-12-11,28,16.0,,0.16,4.48
2021-12-12,31,25.0,False,0.25,7.75
2021-12-13,34,25.0,,0.25,8.5
2021-12-14,100,25.0,,0.25,25.0
2021-12-15,82,25.0,,0.25,20.5
2021-12-16,36,25.0,,0.25,9.0
2021-12-17,31,25.0,,0.25,7.75
2021-12-18,27,25.0,,0.25,6.75
2021-12-19,26,19.0,False,0.19,4.94
2021-12-20,40,19.0,,0.19,7.6
2021-12-21,40,19.0,,0.19,7.6
2021-12-22,41,19.0,,0.19,7.79
2021-12-23,48,19.0,,0.19,9.120000000000001
2021-12-24,47,19.0,,0.19,8.93
2021-12-25,33,19.0,,0.19,6.2700000000000005
2021-12-26,29,14.0,False,0.14,4.0600000000000005
2021-12-27,32,14.0,,0.14,4.48
2021-12-28,33,14.0,,0.14,4.62
2021-12-29,29,14.0,,0.14,4.0600000000000005
2021-12-30,31,14.0,,0.14,4.340000000000001
2021-12-31,24,14.0,,0.14,3.3600000000000003
2022-01-01,69,14.0,,0.14,9.66
2022-01-02,89,14.0,False,0.14,12.46
2022-01-03,96,14.0,,0.14,13.440000000000001
2022-01-04,94,14.0,,0.14,13.160000000000002
2022-01-05,92,14.0,,0.14,12.88
2022-01-06,93,14.0,,0.14,13.020000000000001
2022-01-07,81,14.0,,0.14,11.340000000000002
2022-01-08,88,14.0,,0.14,12.32
2022-01-09,71,13.0,False,0.13,9.23
2022-01-10,76,13.0,,0.13,9.88
2022-01-11,77,13.0,,0.13,10.01
2022-01-12,89,13.0,,0.13,11.57
2022-01-13,84,13.0,,0.13,10.92
2022-01-14,83,13.0,,0.13,10.790000000000001
2022-01-15,76,13.0,,0.13,9.88
2022-01-16,68,12.0,False,0.12,8.16
2022-01-17,57,12.0,,0.12,6.84
2022-01-18,64,12.0,,0.12,7.68
2022-01-19,67,12.0,,0.12,8.04
2022-01-20,77,12.0,,0.12,9.24
2022-01-21,98,12.0,,0.12,11.76
2022-01-22,100,12.0,,0.12,12.0
2022-01-23,79,13.0,False,0.13,10.27
2022-01-24,94,13.0,,0.13,12.22
2022-01-25,79,13.0,,0.13,10.27
2022-01-26,90,13.0,,0.13,11.700000000000001
2022-01-27,71,13.0,,0.13,9.23
2022-01-28,70,13.0,,0.13,9.1
2022-01-29,63,13.0,,0.13,8.19
2022-01-30,60,11.0,False,0.11,6.6
2022-01-31,63,11.0,,0.11,6.93
2022-02-01,48,11.0,,0.11,5.28
2022-02-02,47,11.0,,0.11,5.17
2022-02-03,39,11.0,,0.11,4.29
2022-02-04,50,11.0,,0.11,5.5
2022-02-05,54,11.0,,0.11,5.94
2022-02-06,43,17.0,False,0.17,7.3100000000000005
2022-02-07,87,17.0,,0.17,14.790000000000001
2022-02-08,100,17.0,,0.17,17.0
2022-02-09,82,17.0,,0.17,13.940000000000001
2022-02-10,67,17.0,,0.17,11.39
2022-02-11,53,17.0,,0.17,9.01
2022-02-12,57,17.0,,0.17,9.690000000000001
2022-02-13,47,14.0,False,0.14,6.580000000000001
2022-02-14,52,14.0,,0.14,7.280000000000001
2022-02-15,54,14.0,,0.14,7.5600000000000005
2022-02-16,61,14.0,,0.14,8.540000000000001
2022-02-17,71,14.0,,0.14,9.940000000000001
2022-02-18,66,14.0,,0.14,9.24
2022-02-19,69,14.0,,0.14,9.66
2022-02-20,50,14.0,False,0.14,7.000000000000001
2022-02-21,59,14.0,,0.14,8.260000000000002
2022-02-22,62,14.0,,0.14,8.680000000000001
2022-02-23,56,14.0,,0.14,7.840000000000001
2022-02-24,67,14.0,,0.14,9.38
2022-02-25,56,14.0,,0.14,7.840000000000001
2022-02-26,56,14.0,,0.14,7.840000000000001
2022-02-27,51,13.0,False,0.13,6.63
2022-02-28,56,13.0,,0.13,7.28
2022-03-01,77,13.0,,0.13,10.01
2022-03-02,51,13.0,,0.13,6.63
2022-03-03,52,13.0,,0.13,6.76
2022-03-04,47,13.0,,0.13,6.11
2022-03-05,52,13.0,,0.13,6.76
2022-03-06,42,15.0,False,0.15,6.3
2022-03-07,61,15.0,,0.15,9.15
2022-03-08,59,15.0,,0.15,8.85
2022-03-09,57,15.0,,0.15,8.549999999999999
2022-03-10,67,15.0,,0.15,10.049999999999999
2022-03-11,74,15.0,,0.15,11.1
2022-03-12,100,15.0,,0.15,15.0
2022-03-13,56,13.0,False,0.13,7.28
2022-03-14,56,13.0,,0.13,7.28
2022-03-15,46,13.0,,0.13,5.98
2022-03-16,60,13.0,,0.13,7.800000000000001
2022-03-17,62,13.0,,0.13,8.06
2022-03-18,57,13.0,,0.13,7.41
2022-03-19,62,13.0,,0.13,8.06
2022-03-20,65,15.0,False,0.15,9.75
2022-03-21,73,15.0,,0.15,10.95
2022-03-22,83,15.0,,0.15,12.45
2022-03-23,71,15.0,,0.15,10.65
2022-03-24,72,15.0,,0.15,10.799999999999999
2022-03-25,52,15.0,,0.15,7.8
2022-03-26,55,15.0,,0.15,8.25
2022-03-27,54,14.0,False,0.14,7.5600000000000005
2022-03-28,87,14.0,,0.14,12.180000000000001
2022-03-29,68,14.0,,0.14,9.520000000000001
2022-03-30,60,14.0,,0.14,8.4
2022-03-31,60,14.0,,0.14,8.4
2022-04-01,82,14.0,,0.14,11.48
2022-04-02,67,14.0,,0.14,9.38
2022-04-03,70,12.0,False,0.12,8.4
2022-04-04,72,12.0,,0.12,8.64
2022-04-05,85,12.0,,0.12,10.2
2022-04-06,76,12.0,,0.12,9.12
2022-04-07,66,12.0,,0.12,7.92
2022-04-08,76,12.0,,0.12,9.12
2022-04-09,65,12.0,,0.12,7.8
2022-04-10,59,13.0,False,0.13,7.67
2022-04-11,83,13.0,,0.13,10.790000000000001
2022-04-12,73,13.0,,0.13,9.49
2022-04-13,71,13.0,,0.13,9.23
2022-04-14,79,13.0,,0.13,10.27
2022-04-15,100,13.0,,0.13,13.0
2022-04-16,95,13.0,,0.13,12.35
2022-04-17,66,11.0,False,0.11,7.26
2022-04-18,79,11.0,,0.11,8.69
2022-04-19,72,11.0,,0.11,7.92
2022-04-20,70,11.0,,0.11,7.7
2022-04-21,66,11.0,,0.11,7.26
2022-04-22,65,11.0,,0.11,7.15
2022-04-23,64,11.0,,0.11,7.04
2022-04-24,57,10.0,False,0.1,5.7
2022-04-25,63,10.0,,0.1,6.300000000000001
2022-04-26,66,10.0,,0.1,6.6000000000000005
2022-04-27,58,10.0,,0.1,5.800000000000001
2022-04-28,57,10.0,,0.1,5.7
2022-04-29,61,10.0,,0.1,6.1000000000000005
2022-04-30,66,10.0,,0.1,6.6000000000000005
2022-05-01,47,9.0,False,0.09,4.2299999999999995
2022-05-02,47,9.0,,0.09,4.2299999999999995
2022-05-03,51,9.0,,0.09,4.59
2022-05-04,48,9.0,,0.09,4.32
2022-05-05,48,9.0,,0.09,4.32
2022-05-06,48,9.0,,0.09,4.32
2022-05-07,34,9.0,,0.09,3.06
2022-05-08,47,14.0,False,0.14,6.580000000000001
2022-05-09,61,14.0,,0.14,8.540000000000001
2022-05-10,66,14.0,,0.14,9.24
2022-05-11,72,14.0,,0.14,10.080000000000002
2022-05-12,100,14.0,,0.14,14.000000000000002
2022-05-13,71,14.0,,0.14,9.940000000000001
2022-05-14,52,14.0,,0.14,7.280000000000001
2022-05-15,54,10.0,False,0.1,5.4
2022-05-16,46,10.0,,0.1,4.6000000000000005
2022-05-17,57,10.0,,0.1,5.7
2022-05-18,54,10.0,,0.1,5.4
2022-05-19,54,10.0,,0.1,5.4
2022-05-20,51,10.0,,0.1,5.1000000000000005
2022-05-21,42,10.0,,0.1,4.2
2022-05-22,39,8.0,False,0.08,3.12
2022-05-23,42,8.0,,0.08,3.36
2022-05-24,44,8.0,,0.08,3.52
2022-05-25,43,8.0,,0.08,3.44
2022-05-26,37,8.0,,0.08,2.96
2022-05-27,42,8.0,,0.08,3.36
2022-05-28,42,8.0,,0.08,3.36
2022-05-29,44,9.0,True,0.09,3.96
2022-05-30,36,9.0,,0.09,3.2399999999999998
2022-05-31,50,9.0,,0.09,4.5
