"Date","Price","Open","High","Low","Vol.","Change %"
"May 10, 2022","0.6285","0.6020","0.6991","0.5859","677.27M","4.35%"
"May 09, 2022","0.6023","0.7405","0.7535","0.5989","665.95M","-18.65%"
"May 08, 2022","0.7404","0.7604","0.7653","0.7264","250.28M","-2.61%"
"May 07, 2022","0.7602","0.7832","0.7857","0.7471","185.57M","-2.93%"
"May 06, 2022","0.7832","0.7887","0.7985","0.7635","337.24M","-0.70%"
"May 05, 2022","0.7887","0.8990","0.9049","0.7817","478.60M","-12.27%"
"May 04, 2022","0.8990","0.7709","0.8990","0.7678","348.29M","16.62%"
"May 03, 2022","0.7709","0.7809","0.7988","0.7606","136.00M","-1.29%"
"May 02, 2022","0.7809","0.7895","0.7967","0.7647","191.14M","-1.05%"
"May 01, 2022","0.7892","0.7565","0.7999","0.7463","199.11M","4.33%"
"Apr 30, 2022","0.7565","0.8047","0.8177","0.7372","194.81M","-5.98%"
"Apr 29, 2022","0.8046","0.8433","0.8492","0.7909","192.68M","-4.58%"
"Apr 28, 2022","0.8432","0.8401","0.8524","0.8265","185.74M","0.37%"
"Apr 27, 2022","0.8401","0.8261","0.8548","0.8200","211.19M","1.70%"
"Apr 26, 2022","0.8261","0.8973","0.9022","0.8172","242.77M","-7.95%"
"Apr 25, 2022","0.8974","0.8859","0.9023","0.8276","243.77M","1.30%"
"Apr 24, 2022","0.8859","0.8862","0.8980","0.8781","76.04M","-0.03%"
"Apr 23, 2022","0.8862","0.9059","0.9119","0.8826","54.97M","-2.18%"
"Apr 22, 2022","0.9059","0.9099","0.9239","0.8927","126.91M","-0.43%"
"Apr 21, 2022","0.9099","0.9368","0.9701","0.8946","154.00M","-2.88%"
"Apr 20, 2022","0.9368","0.9521","0.9749","0.9311","137.10M","-1.68%"
"Apr 19, 2022","0.9528","0.9370","0.9560","0.9270","113.87M","1.70%"
"Apr 18, 2022","0.9370","0.9142","0.9379","0.8756","176.30M","2.49%"
"Apr 17, 2022","0.9142","0.9504","0.9621","0.9131","65.80M","-3.80%"
"Apr 16, 2022","0.9504","0.9553","0.9619","0.9376","58.56M","-0.52%"
"Apr 15, 2022","0.9553","0.9327","0.9588","0.9300","69.47M","2.42%"
"Apr 14, 2022","0.9327","0.9737","0.9849","0.9236","127.73M","-4.21%"
"Apr 13, 2022","0.9737","0.9538","0.9797","0.9351","130.78M","2.09%"
"Apr 12, 2022","0.9538","0.9198","0.9809","0.9176","188.83M","3.69%"
"Apr 11, 2022","0.9198","1.0263","1.0317","0.9178","255.95M","-10.35%"
"Apr 10, 2022","1.0260","1.0451","1.0694","1.0246","84.39M","-1.83%"
